id,MONTH,YEAR,LATITUDE,LONGITUDE,PRECIPITATION,No_Smoothing,Lowess(5)
130,197901,1979,46.50778,6.2883,104.6,0.16,0.16
131,197901,1979,46.51673,6.97082,100.89999999999999,0.16,0.16
132,197901,1979,46.51681,7.28513,79.89999999999999,0.16,0.16
133,197901,1979,46.52454,7.61045,78.9,0.16,0.16
134,197901,1979,46.53129,7.93584,95.3,0.16,0.16
135,197901,1979,46.53456,6.64066,107.3,0.16,0.16
136,197901,1979,46.53705,8.2613,88.5,0.16,0.16
137,197901,1979,46.54183,8.58683,90.8,0.16,0.16
138,197901,1979,46.54562,8.9124,100.2,0.16,0.16
139,197901,1979,46.54842,9.238,73.6,0.16,0.16
140,197901,1979,46.54976,10.54057,58.2,0.16,0.16
141,197901,1979,46.55023,9.56363,72.4,0.16,0.16
142,197901,1979,46.5509,10.21493,66.1,0.16,0.16
143,197901,1979,46.55106,9.88928,75.9,0.16,0.16
144,197901,1979,46.70077,5.96788,108.6,0.16,0.16
145,197901,1979,46.71353,6.29425,99.1,0.16,0.16
146,197901,1979,46.71743,6.61481,106.6,0.16,0.16
147,197901,1979,46.73315,6.94607,92.6,0.16,0.16
148,197901,1979,46.74177,7.27367,87.60000000000001,0.16,0.16
149,197901,1979,46.7526,7.59435,84.6,0.16,0.16
150,197901,1979,46.75935,7.92738,89.1,0.16,0.16
151,197901,1979,46.76125,8.25429,87.3,0.16,0.16
152,197901,1979,46.76689,8.58083,82.3,0.16,0.16
153,197901,1979,46.7707,8.90778,81.3,0.16,0.16
154,197901,1979,46.77352,9.23477,79.9,0.16,0.16
155,197901,1979,46.77487,10.54287,64.0,0.16,0.16
156,197901,1979,46.77534,9.56178,87.8,0.16,0.16
157,197901,1979,46.77602,10.21584,88.6,0.16,0.16
158,197901,1979,46.77618,9.88881,85.3,0.16,0.16
159,197901,1979,46.93727,6.27833,104.2,0.16,0.16
160,197901,1979,46.94998,6.60302,104.2,0.16,0.16
161,197901,1979,46.96392,7.26749,79.89999999999999,0.16,0.16
162,197901,1979,46.97448,7.59006,77.7,0.16,0.16
163,197901,1979,46.98129,7.91822,80.2,0.16,0.16
164,197901,1979,46.98568,8.23908,82.7,0.16,0.16
165,197901,1979,46.99292,6.92433,89.7,0.16,0.16
166,197901,1979,46.99537,8.9035,79.5,0.16,0.16
167,197901,1979,46.99859,9.23149,77.2,0.16,0.16
168,197901,1979,46.99995,10.54519,75.9,0.16,0.16
169,197901,1979,47.00042,9.55991,72.0,0.16,0.16
170,197901,1979,47.0011,10.21676,79.5,0.16,0.16
171,197901,1979,47.00126,9.88833,78.2,0.16,0.16
172,197901,1979,47.00145,8.58394,82.1,0.16,0.16
173,197901,1979,47.17286,6.59151,84.2,0.16,0.16
174,197901,1979,47.18271,6.9208,80.2,0.16,0.16
175,197901,1979,47.1942,7.25201,80.3,0.16,0.16
176,197901,1979,47.1994,7.57969,111.2,0.16,0.16
177,197901,1979,47.20625,7.90927,87.3,0.16,0.16
178,197901,1979,47.2126,8.24111,88.7,0.16,0.16
179,197901,1979,47.21777,8.56578,84.60000000000001,0.16,0.16
180,197901,1979,47.2223,8.90493,77.6,0.16,0.16
181,197901,1979,47.22548,9.55801,77.89999999999999,0.16,0.16
182,197901,1979,47.22736,9.22899,76.6,0.16,0.16
183,197901,1979,47.40752,6.90748,80.6,0.16,0.16
184,197901,1979,47.41641,7.2383,76.3,0.16,0.16
185,197901,1979,47.42132,9.55533,87.7,0.16,0.16
186,197901,1979,47.4243,7.56921,103.7,0.16,0.16
187,197901,1979,47.43118,7.90021,86.60000000000001,0.16,0.16
188,197901,1979,47.43706,8.23129,93.1,0.16,0.16
189,197901,1979,47.44387,8.56124,82.8,0.16,0.16
190,197901,1979,47.44579,8.89361,85.1,0.16,0.16
191,197901,1979,47.44849,9.22459,82.5,0.16,0.16
192,197901,1979,47.64917,7.55861,97.5,0.16,0.16
193,197901,1979,47.65609,7.89106,93.5,0.16,0.16
194,197901,1979,47.66199,8.22357,92.3,0.16,0.16
195,197901,1979,47.66689,8.55615,86.5,0.16,0.16
196,197901,1979,47.66881,8.88097,86.5,0.16,0.16
197,197901,1979,47.67466,9.2107,83.4,0.16,0.16
198,197901,1979,47.69319,9.57481,87.2,0.16,0.16
199,197901,1979,47.89182,8.54981,84.2,0.16,0.16
200,197902,1979,45.83319,6.99776,82.7,0.16,0.16
201,197902,1979,45.84178,7.31894,67.8,0.16,0.16
202,197902,1979,45.8494,7.64021,64.3,0.16,0.16
203,197902,1979,45.85606,7.96156,59.800000000000004,0.16,0.16
204,197902,1979,45.86814,9.24811,59.6,0.16,0.16
205,197902,1979,45.86874,8.92559,51.9,0.16,0.16
206,197902,1979,46.02644,6.01836,93.2,0.16,0.16
207,197902,1979,46.04858,6.66286,88.4,0.16,0.16
208,197902,1979,46.05819,6.98528,78.3,0.16,0.16
209,197902,1979,46.06682,7.30779,74.0,0.16,0.16
210,197902,1979,46.07448,7.6304,60.5,0.16,0.16
211,197902,1979,46.08116,7.95308,56.4,0.16,0.16
212,197902,1979,46.08687,8.27583,52.4,0.16,0.16
213,197902,1979,46.09494,8.92544,40.5,0.16,0.16
214,197902,1979,46.09638,8.58469,45.800000000000004,0.16,0.16
215,197902,1979,46.10113,9.23792,39.1,0.16,0.16
216,197902,1979,46.25144,6.00029,99.7,0.16,0.16
217,197902,1979,46.25152,6.33557,94.8,0.16,0.16
218,197902,1979,46.2735,6.64891,86.8,0.16,0.16
219,197902,1979,46.28289,6.97299,78.5,0.16,0.16
220,197902,1979,46.29183,7.29652,71.39999999999999,0.16,0.16
221,197902,1979,46.29953,7.62048,60.0,0.16,0.16
222,197902,1979,46.30624,7.94451,53.9,0.16,0.16
223,197902,1979,46.31198,8.26861,49.1,0.16,0.16
224,197902,1979,46.31673,8.59276,47.1,0.16,0.16
225,197902,1979,46.3205,8.91696,42.6,0.16,0.16
226,197902,1979,46.32329,9.2412,37.0,0.16,0.16
227,197902,1979,46.3251,9.56547,31.599999999999998,0.16,0.16
228,197902,1979,46.32576,10.21403,33.2,0.16,0.16
229,197902,1979,46.32592,9.88974,28.1,0.16,0.16
230,197902,1979,46.47603,5.98489,98.7,0.16,0.16
231,197902,1979,46.50778,6.2883,87.9,0.16,0.16
232,197902,1979,46.51673,6.97082,79.2,0.16,0.16
233,197902,1979,46.51681,7.28513,77.5,0.16,0.16
234,197902,1979,46.52454,7.61045,73.1,0.16,0.16
235,197902,1979,46.53129,7.93584,64.0,0.16,0.16
236,197902,1979,46.53456,6.64066,80.7,0.16,0.16
237,197902,1979,46.53705,8.2613,60.199999999999996,0.16,0.16
238,197902,1979,46.54183,8.58683,60.5,0.16,0.16
239,197902,1979,46.54562,8.9124,54.1,0.16,0.16
240,197902,1979,46.54842,9.238,46.9,0.16,0.16
241,197902,1979,46.54976,10.54057,33.6,0.16,0.16
242,197902,1979,46.55023,9.56363,36.3,0.16,0.16
243,197902,1979,46.5509,10.21493,23.5,0.16,0.16
244,197902,1979,46.55106,9.88928,36.1,0.16,0.16
245,197902,1979,46.70077,5.96788,91.5,0.16,0.16
246,197902,1979,46.71353,6.29425,90.6,0.16,0.16
247,197902,1979,46.71743,6.61481,77.6,0.16,0.16
248,197902,1979,46.73315,6.94607,77.8,0.16,0.16
249,197902,1979,46.74177,7.27367,81.8,0.16,0.16
250,197902,1979,46.7526,7.59435,72.6,0.16,0.16
251,197902,1979,46.75935,7.92738,69.7,0.16,0.16
252,197902,1979,46.76125,8.25429,62.1,0.16,0.16
253,197902,1979,46.76689,8.58083,65.1,0.16,0.16
254,197902,1979,46.7707,8.90778,57.0,0.16,0.16
255,197902,1979,46.77352,9.23477,48.4,0.16,0.16
256,197902,1979,46.77487,10.54287,24.0,0.16,0.16
257,197902,1979,46.77534,9.56178,48.0,0.16,0.16
258,197902,1979,46.77602,10.21584,40.9,0.16,0.16
259,197902,1979,46.77618,9.88881,40.3,0.16,0.16
260,197902,1979,46.93727,6.27833,100.9,0.16,0.16
261,197902,1979,46.94998,6.60302,92.1,0.16,0.16
262,197902,1979,46.96392,7.26749,85.7,0.16,0.16
263,197902,1979,46.97448,7.59006,82.5,0.16,0.16
264,197902,1979,46.98129,7.91822,67.0,0.16,0.16
265,197902,1979,46.98568,8.23908,66.3,0.16,0.16
266,197902,1979,46.99292,6.92433,93.0,0.16,0.16
267,197902,1979,46.99537,8.9035,58.4,0.16,0.16
268,197902,1979,46.99859,9.23149,52.2,0.16,0.16
269,197902,1979,46.99995,10.54519,53.3,0.16,0.16
270,197902,1979,47.00042,9.55991,49.9,0.16,0.16
271,197902,1979,47.0011,10.21676,53.9,0.16,0.16
272,197902,1979,47.00126,9.88833,53.6,0.16,0.16
273,197902,1979,47.00145,8.58394,65.8,0.16,0.16
274,197902,1979,47.17286,6.59151,114.10000000000001,0.16,0.16
275,197902,1979,47.18271,6.9208,109.0,0.16,0.16
276,197902,1979,47.1942,7.25201,107.3,0.16,0.16
277,197902,1979,47.1994,7.57969,94.9,0.16,0.16
278,197902,1979,47.20625,7.90927,84.8,0.16,0.16
279,197902,1979,47.2126,8.24111,83.9,0.16,0.16
280,197902,1979,47.21777,8.56578,76.1,0.16,0.16
281,197902,1979,47.2223,8.90493,57.3,0.16,0.16
282,197902,1979,47.22548,9.55801,56.1,0.16,0.16
283,197902,1979,47.22736,9.22899,54.7,0.16,0.16
284,197902,1979,47.40752,6.90748,116.9,0.16,0.16
285,197902,1979,47.41641,7.2383,106.7,0.16,0.16
286,197902,1979,47.42132,9.55533,70.4,0.16,0.16
287,197902,1979,47.4243,7.56921,95.3,0.16,0.16
288,197902,1979,47.43118,7.90021,92.9,0.16,0.16
289,197902,1979,47.43706,8.23129,88.8,0.16,0.16
290,197902,1979,47.44387,8.56124,76.2,0.16,0.16
291,197902,1979,47.44579,8.89361,70.2,0.16,0.16
292,197902,1979,47.44849,9.22459,67.0,0.16,0.16
293,197902,1979,47.64917,7.55861,91.89999999999999,0.16,0.16
294,197902,1979,47.65609,7.89106,106.4,0.16,0.16
295,197902,1979,47.66199,8.22357,104.2,0.16,0.16
296,197902,1979,47.66689,8.55615,87.5,0.16,0.16
297,197902,1979,47.66881,8.88097,80.7,0.16,0.16
298,197902,1979,47.67466,9.2107,82.5,0.16,0.16
299,197902,1979,47.69319,9.57481,76.7,0.16,0.16
300,197902,1979,47.89182,8.54981,95.1,0.16,0.16
301,197903,1979,45.83319,6.99776,97.9,0.16,0.16
302,197903,1979,45.84178,7.31894,96.1,0.16,0.16
303,197903,1979,45.8494,7.64021,111.2,0.16,0.16
304,197903,1979,45.85606,7.96156,134.1,0.16,0.16
305,197903,1979,45.86814,9.24811,174.9,0.16,0.16
306,197903,1979,45.86874,8.92559,185.4,0.16,0.16
307,197903,1979,46.02644,6.01836,125.0,0.16,0.16
308,197903,1979,46.04858,6.66286,114.7,0.16,0.16
309,197903,1979,46.05819,6.98528,95.3,0.16,0.16
310,197903,1979,46.06682,7.30779,98.5,0.16,0.16
311,197903,1979,46.07448,7.6304,110.3,0.16,0.16
312,197903,1979,46.08116,7.95308,133.6,0.16,0.16
313,197903,1979,46.08687,8.27583,151.6,0.16,0.16
314,197903,1979,46.09494,8.92544,191.4,0.16,0.16
315,197903,1979,46.09638,8.58469,173.3,0.16,0.16
316,197903,1979,46.10113,9.23792,173.9,0.16,0.16
317,197903,1979,46.25144,6.00029,125.4,0.16,0.16
318,197903,1979,46.25152,6.33557,122.1,0.16,0.16
319,197903,1979,46.2735,6.64891,115.6,0.16,0.16
320,197903,1979,46.28289,6.97299,96.9,0.16,0.16
321,197903,1979,46.29183,7.29652,84.4,0.16,0.16
322,197903,1979,46.29953,7.62048,106.0,0.16,0.16
323,197903,1979,46.30624,7.94451,123.8,0.16,0.16
324,197903,1979,46.31198,8.26861,143.5,0.16,0.16
325,197903,1979,46.31673,8.59276,160.6,0.16,0.16
326,197903,1979,46.3205,8.91696,172.9,0.16,0.16
327,197903,1979,46.32329,9.2412,158.5,0.16,0.16
328,197903,1979,46.3251,9.56547,141.1,0.16,0.16
329,197903,1979,46.32576,10.21403,112.2,0.16,0.16
330,197903,1979,46.32592,9.88974,130.1,0.16,0.16
331,197903,1979,46.47603,5.98489,130.8,0.16,0.16
332,197903,1979,46.50778,6.2883,122.6,0.16,0.16
333,197903,1979,46.51673,6.97082,107.3,0.16,0.16
334,197903,1979,46.51681,7.28513,93.1,0.16,0.16
335,197903,1979,46.52454,7.61045,101.3,0.16,0.16
336,197903,1979,46.53129,7.93584,116.5,0.16,0.16
337,197903,1979,46.53456,6.64066,114.0,0.16,0.16
338,197903,1979,46.53705,8.2613,128.6,0.16,0.16
339,197903,1979,46.54183,8.58683,147.7,0.16,0.16
340,197903,1979,46.54562,8.9124,150.0,0.16,0.16
341,197903,1979,46.54842,9.238,142.6,0.16,0.16
342,197903,1979,46.54976,10.54057,93.4,0.16,0.16
343,197903,1979,46.55023,9.56363,130.4,0.16,0.16
344,197903,1979,46.5509,10.21493,98.7,0.16,0.16
345,197903,1979,46.55106,9.88928,121.4,0.16,0.16
346,197903,1979,46.70077,5.96788,125.6,0.16,0.16
347,197903,1979,46.71353,6.29425,119.1,0.16,0.16
348,197903,1979,46.71743,6.61481,114.1,0.16,0.16
349,197903,1979,46.73315,6.94607,104.39999999999999,0.16,0.16
350,197903,1979,46.74177,7.27367,99.6,0.16,0.16
351,197903,1979,46.7526,7.59435,102.7,0.16,0.16
352,197903,1979,46.75935,7.92738,91.8,0.16,0.16
353,197903,1979,46.76125,8.25429,115.5,0.16,0.16
354,197903,1979,46.76689,8.58083,125.5,0.16,0.16
355,197903,1979,46.7707,8.90778,125.3,0.16,0.16
356,197903,1979,46.77352,9.23477,121.1,0.16,0.16
357,197903,1979,46.77487,10.54287,88.6,0.16,0.16
358,197903,1979,46.77534,9.56178,118.60000000000001,0.16,0.16
359,197903,1979,46.77602,10.21584,107.0,0.16,0.16
360,197903,1979,46.77618,9.88881,112.3,0.16,0.16
361,197903,1979,46.93727,6.27833,124.9,0.16,0.16
362,197903,1979,46.94998,6.60302,118.4,0.16,0.16
363,197903,1979,46.96392,7.26749,100.7,0.16,0.16
364,197903,1979,46.97448,7.59006,97.6,0.16,0.16
365,197903,1979,46.98129,7.91822,95.8,0.16,0.16
366,197903,1979,46.98568,8.23908,100.1,0.16,0.16
367,197903,1979,46.99292,6.92433,107.7,0.16,0.16
368,197903,1979,46.99537,8.9035,115.1,0.16,0.16
369,197903,1979,46.99859,9.23149,117.3,0.16,0.16
370,197903,1979,46.99995,10.54519,108.1,0.16,0.16
371,197903,1979,47.00042,9.55991,108.60000000000001,0.16,0.16
372,197903,1979,47.0011,10.21676,112.1,0.16,0.16
373,197903,1979,47.00126,9.88833,113.0,0.16,0.16
374,197903,1979,47.00145,8.58394,111.6,0.16,0.16
375,197903,1979,47.17286,6.59151,114.4,0.16,0.16
376,197903,1979,47.18271,6.9208,113.9,0.16,0.16
377,197903,1979,47.1942,7.25201,108.7,0.16,0.16
378,197903,1979,47.1994,7.57969,99.0,0.16,0.16
379,197903,1979,47.20625,7.90927,99.8,0.16,0.16
380,197903,1979,47.2126,8.24111,98.2,0.16,0.16
381,197903,1979,47.21777,8.56578,96.9,0.16,0.16
382,197903,1979,47.2223,8.90493,111.8,0.16,0.16
383,197903,1979,47.22548,9.55801,110.6,0.16,0.16
384,197903,1979,47.22736,9.22899,113.2,0.16,0.16
385,197903,1979,47.40752,6.90748,112.1,0.16,0.16
386,197903,1979,47.41641,7.2383,104.9,0.16,0.16
387,197903,1979,47.42132,9.55533,122.5,0.16,0.16
388,197903,1979,47.4243,7.56921,99.2,0.16,0.16
389,197903,1979,47.43118,7.90021,94.3,0.16,0.16
390,197903,1979,47.43706,8.23129,96.0,0.16,0.16
391,197903,1979,47.44387,8.56124,97.4,0.16,0.16
392,197903,1979,47.44579,8.89361,103.5,0.16,0.16
393,197903,1979,47.44849,9.22459,110.9,0.16,0.16
394,197903,1979,47.64917,7.55861,90.8,0.16,0.16
395,197903,1979,47.65609,7.89106,100.1,0.16,0.16
396,197903,1979,47.66199,8.22357,102.5,0.16,0.16
397,197903,1979,47.66689,8.55615,97.2,0.16,0.16
398,197903,1979,47.66881,8.88097,99.2,0.16,0.16
399,197903,1979,47.67466,9.2107,86.2,0.16,0.16
400,197903,1979,47.69319,9.57481,107.7,0.16,0.16
401,197903,1979,47.89182,8.54981,96.4,0.16,0.16
402,197904,1979,45.83319,6.99776,57.5,0.16,0.16
403,197904,1979,45.84178,7.31894,46.2,0.16,0.16
404,197904,1979,45.8494,7.64021,53.800000000000004,0.16,0.16
405,197904,1979,45.85606,7.96156,61.1,0.16,0.16
406,197904,1979,45.86814,9.24811,93.2,0.16,0.16
407,197904,1979,45.86874,8.92559,80.4,0.16,0.16
408,197904,1979,46.02644,6.01836,57.7,0.16,0.16
409,197904,1979,46.04858,6.66286,58.6,0.16,0.16
410,197904,1979,46.05819,6.98528,58.4,0.16,0.16
411,197904,1979,46.06682,7.30779,49.8,0.16,0.16
412,197904,1979,46.07448,7.6304,62.2,0.16,0.16
413,197904,1979,46.08116,7.95308,66.3,0.16,0.16
414,197904,1979,46.08687,8.27583,70.9,0.16,0.16
415,197904,1979,46.09494,8.92544,81.1,0.16,0.16
416,197904,1979,46.09638,8.58469,80.7,0.16,0.16
417,197904,1979,46.10113,9.23792,85.7,0.16,0.16
418,197904,1979,46.25144,6.00029,63.4,0.16,0.16
419,197904,1979,46.25152,6.33557,63.199999999999996,0.16,0.16
420,197904,1979,46.2735,6.64891,58.3,0.16,0.16
421,197904,1979,46.28289,6.97299,63.5,0.16,0.16
422,197904,1979,46.29183,7.29652,55.5,0.16,0.16
423,197904,1979,46.29953,7.62048,62.2,0.16,0.16
424,197904,1979,46.30624,7.94451,72.4,0.16,0.16
425,197904,1979,46.31198,8.26861,77.2,0.16,0.16
426,197904,1979,46.31673,8.59276,80.8,0.16,0.16
427,197904,1979,46.3205,8.91696,82.7,0.16,0.16
428,197904,1979,46.32329,9.2412,83.3,0.16,0.16
429,197904,1979,46.3251,9.56547,72.1,0.16,0.16
430,197904,1979,46.32576,10.21403,69.5,0.16,0.16
431,197904,1979,46.32592,9.88974,73.1,0.16,0.16
432,197904,1979,46.47603,5.98489,75.4,0.16,0.16
433,197904,1979,46.50778,6.2883,73.0,0.16,0.16
434,197904,1979,46.51673,6.97082,64.4,0.16,0.16
435,197904,1979,46.51681,7.28513,64.7,0.16,0.16
436,197904,1979,46.52454,7.61045,67.9,0.16,0.16
437,197904,1979,46.53129,7.93584,71.4,0.16,0.16
438,197904,1979,46.53456,6.64066,71.0,0.16,0.16
439,197904,1979,46.53705,8.2613,78.7,0.16,0.16
440,197904,1979,46.54183,8.58683,82.2,0.16,0.16
441,197904,1979,46.54562,8.9124,85.1,0.16,0.16
442,197904,1979,46.54842,9.238,84.9,0.16,0.16
443,197904,1979,46.54976,10.54057,70.0,0.16,0.16
444,197904,1979,46.55023,9.56363,83.2,0.16,0.16
445,197904,1979,46.5509,10.21493,88.2,0.16,0.16
446,197904,1979,46.55106,9.88928,82.4,0.16,0.16
447,197904,1979,46.70077,5.96788,73.1,0.16,0.16
448,197904,1979,46.71353,6.29425,71.6,0.16,0.16
449,197904,1979,46.71743,6.61481,63.4,0.16,0.16
450,197904,1979,46.73315,6.94607,65.7,0.16,0.16
451,197904,1979,46.74177,7.27367,64.3,0.16,0.16
452,197904,1979,46.7526,7.59435,67.8,0.16,0.16
453,197904,1979,46.75935,7.92738,72.3,0.16,0.16
454,197904,1979,46.76125,8.25429,82.1,0.16,0.16
455,197904,1979,46.76689,8.58083,86.8,0.16,0.16
456,197904,1979,46.7707,8.90778,88.5,0.16,0.16
457,197904,1979,46.77352,9.23477,88.5,0.16,0.16
458,197904,1979,46.77487,10.54287,72.8,0.16,0.16
459,197904,1979,46.77534,9.56178,83.9,0.16,0.16
460,197904,1979,46.77602,10.21584,91.2,0.16,0.16
461,197904,1979,46.77618,9.88881,87.0,0.16,0.16
462,197904,1979,46.93727,6.27833,73.1,0.16,0.16
463,197904,1979,46.94998,6.60302,65.4,0.16,0.16
464,197904,1979,46.96392,7.26749,70.7,0.16,0.16
465,197904,1979,46.97448,7.59006,74.4,0.16,0.16
466,197904,1979,46.98129,7.91822,72.7,0.16,0.16
467,197904,1979,46.98568,8.23908,84.7,0.16,0.16
468,197904,1979,46.99292,6.92433,71.0,0.16,0.16
469,197904,1979,46.99537,8.9035,95.1,0.16,0.16
470,197904,1979,46.99859,9.23149,88.5,0.16,0.16
471,197904,1979,46.99995,10.54519,98.3,0.16,0.16
472,197904,1979,47.00042,9.55991,85.2,0.16,0.16
473,197904,1979,47.0011,10.21676,97.2,0.16,0.16
474,197904,1979,47.00126,9.88833,102.3,0.16,0.16
475,197904,1979,47.00145,8.58394,87.8,0.16,0.16
476,197904,1979,47.17286,6.59151,74.7,0.16,0.16
477,197904,1979,47.18271,6.9208,73.7,0.16,0.16
478,197904,1979,47.1942,7.25201,73.39999999999999,0.16,0.16
479,197904,1979,47.1994,7.57969,75.2,0.16,0.16
480,197904,1979,47.20625,7.90927,76.8,0.16,0.16
481,197904,1979,47.2126,8.24111,85.6,0.16,0.16
482,197904,1979,47.21777,8.56578,89.9,0.16,0.16
483,197904,1979,47.2223,8.90493,97.0,0.16,0.16
484,197904,1979,47.22548,9.55801,103.6,0.16,0.16
485,197904,1979,47.22736,9.22899,98.60000000000001,0.16,0.16
486,197904,1979,47.40752,6.90748,75.8,0.16,0.16
487,197904,1979,47.41641,7.2383,71.2,0.16,0.16
488,197904,1979,47.42132,9.55533,109.2,0.16,0.16
489,197904,1979,47.4243,7.56921,73.3,0.16,0.16
490,197904,1979,47.43118,7.90021,77.3,0.16,0.16
491,197904,1979,47.43706,8.23129,87.9,0.16,0.16
492,197904,1979,47.44387,8.56124,93.4,0.16,0.16
493,197904,1979,47.44579,8.89361,97.7,0.16,0.16
494,197904,1979,47.44849,9.22459,105.0,0.16,0.16
495,197904,1979,47.64917,7.55861,71.4,0.16,0.16
496,197904,1979,47.65609,7.89106,83.7,0.16,0.16
497,197904,1979,47.66199,8.22357,87.3,0.16,0.16
498,197904,1979,47.66689,8.55615,87.9,0.16,0.16
499,197904,1979,47.66881,8.88097,88.9,0.16,0.16
500,197904,1979,47.67466,9.2107,93.7,0.16,0.16
501,197904,1979,47.69319,9.57481,102.1,0.16,0.16
502,197904,1979,47.89182,8.54981,80.4,0.16,0.16
503,197905,1979,45.83319,6.99776,35.5,0.16,0.16
504,197905,1979,45.84178,7.31894,28.2,0.16,0.16
505,197905,1979,45.8494,7.64021,28.0,0.16,0.16
506,197905,1979,45.85606,7.96156,29.5,0.16,0.16
507,197905,1979,45.86814,9.24811,28.8,0.16,0.16
508,197905,1979,45.86874,8.92559,31.9,0.16,0.16
509,197905,1979,46.02644,6.01836,48.0,0.16,0.16
510,197905,1979,46.04858,6.66286,42.9,0.16,0.16
511,197905,1979,46.05819,6.98528,33.9,0.16,0.16
512,197905,1979,46.06682,7.30779,30.9,0.16,0.16
513,197905,1979,46.07448,7.6304,27.9,0.16,0.16
514,197905,1979,46.08116,7.95308,30.0,0.16,0.16
515,197905,1979,46.08687,8.27583,32.4,0.16,0.16
516,197905,1979,46.09494,8.92544,37.3,0.16,0.16
517,197905,1979,46.09638,8.58469,37.0,0.16,0.16
518,197905,1979,46.10113,9.23792,36.300000000000004,0.16,0.16
519,197905,1979,46.25144,6.00029,41.4,0.16,0.16
520,197905,1979,46.25152,6.33557,39.6,0.16,0.16
521,197905,1979,46.2735,6.64891,41.1,0.16,0.16
522,197905,1979,46.28289,6.97299,39.5,0.16,0.16
523,197905,1979,46.29183,7.29652,30.4,0.16,0.16
524,197905,1979,46.29953,7.62048,31.2,0.16,0.16
525,197905,1979,46.30624,7.94451,37.300000000000004,0.16,0.16
526,197905,1979,46.31198,8.26861,46.7,0.16,0.16
527,197905,1979,46.31673,8.59276,52.6,0.16,0.16
528,197905,1979,46.3205,8.91696,55.3,0.16,0.16
529,197905,1979,46.32329,9.2412,45.2,0.16,0.16
530,197905,1979,46.3251,9.56547,43.3,0.16,0.16
531,197905,1979,46.32576,10.21403,31.1,0.16,0.16
532,197905,1979,46.32592,9.88974,39.1,0.16,0.16
533,197905,1979,46.47603,5.98489,52.7,0.16,0.16
534,197905,1979,46.50778,6.2883,44.2,0.16,0.16
535,197905,1979,46.51673,6.97082,37.0,0.16,0.16
536,197905,1979,46.51681,7.28513,37.7,0.16,0.16
537,197905,1979,46.52454,7.61045,34.2,0.16,0.16
538,197905,1979,46.53129,7.93584,41.9,0.16,0.16
539,197905,1979,46.53456,6.64066,37.6,0.16,0.16
540,197905,1979,46.53705,8.2613,53.6,0.16,0.16
541,197905,1979,46.54183,8.58683,64.8,0.16,0.16
542,197905,1979,46.54562,8.9124,64.1,0.16,0.16
543,197905,1979,46.54842,9.238,56.300000000000004,0.16,0.16
544,197905,1979,46.54976,10.54057,43.7,0.16,0.16
545,197905,1979,46.55023,9.56363,51.4,0.16,0.16
546,197905,1979,46.5509,10.21493,45.6,0.16,0.16
547,197905,1979,46.55106,9.88928,49.4,0.16,0.16
548,197905,1979,46.70077,5.96788,64.2,0.16,0.16
549,197905,1979,46.71353,6.29425,39.800000000000004,0.16,0.16
550,197905,1979,46.71743,6.61481,36.8,0.16,0.16
551,197905,1979,46.73315,6.94607,34.199999999999996,0.16,0.16
552,197905,1979,46.74177,7.27367,37.0,0.16,0.16
553,197905,1979,46.7526,7.59435,40.0,0.16,0.16
554,197905,1979,46.75935,7.92738,38.8,0.16,0.16
555,197905,1979,46.76125,8.25429,50.5,0.16,0.16
556,197905,1979,46.76689,8.58083,59.0,0.16,0.16
557,197905,1979,46.7707,8.90778,60.6,0.16,0.16
