,MONTH,LATITUDE,LONGITUDE,PRECIPITATION
56,197901,46.77487,10.54287,64.0
57,197901,46.77534,9.56178,87.8
58,197901,46.77602,10.21584,88.6
59,197901,46.77618,9.88881,85.3
60,197901,46.93727,6.27833,104.2
61,197901,46.94998,6.60302,104.2
62,197901,46.96392,7.26749,79.89999999999999
63,197901,46.97448,7.59006,77.7
64,197901,46.98129,7.91822,80.2
65,197901,46.98568,8.23908,82.7
66,197901,46.99292,6.92433,89.7
67,197901,46.99537,8.9035,79.5
68,197901,46.99859,9.23149,77.2
69,197901,46.99995,10.54519,75.9
70,197901,47.00042,9.55991,72.0
71,197901,47.0011,10.21676,79.5
72,197901,47.00126,9.88833,78.2
73,197901,47.00145,8.58394,82.1
74,197901,47.17286,6.59151,84.2
75,197901,47.18271,6.9208,80.2
76,197901,47.1942,7.25201,80.3
77,197901,47.1994,7.57969,111.2
78,197901,47.20625,7.90927,87.3
79,197901,47.2126,8.24111,88.7
80,197901,47.21777,8.56578,84.60000000000001
81,197901,47.2223,8.90493,77.6
82,197901,47.22548,9.55801,77.89999999999999
83,197901,47.22736,9.22899,76.6
84,197901,47.40752,6.90748,80.6
85,197901,47.41641,7.2383,76.3
86,197901,47.42132,9.55533,87.7
87,197901,47.4243,7.56921,103.7
88,197901,47.43118,7.90021,86.60000000000001
89,197901,47.43706,8.23129,93.1
90,197901,47.44387,8.56124,82.8
91,197901,47.44579,8.89361,85.1
92,197901,47.44849,9.22459,82.5
93,197901,47.64917,7.55861,97.5
94,197901,47.65609,7.89106,93.5
95,197901,47.66199,8.22357,92.3
96,197901,47.66689,8.55615,86.5
97,197901,47.66881,8.88097,86.5
98,197901,47.67466,9.2107,83.4
99,197901,47.69319,9.57481,87.2
100,197901,47.89182,8.54981,84.2
101,197902,45.83319,6.99776,82.7
102,197902,45.84178,7.31894,67.8
103,197902,45.8494,7.64021,64.3
104,197902,45.85606,7.96156,59.800000000000004
105,197902,45.86814,9.24811,59.6
106,197902,45.86874,8.92559,51.9
107,197902,46.02644,6.01836,93.2
108,197902,46.04858,6.66286,88.4
109,197902,46.05819,6.98528,78.3
110,197902,46.06682,7.30779,74.0
111,197902,46.07448,7.6304,60.5
112,197902,46.08116,7.95308,56.4
113,197902,46.08687,8.27583,52.4
114,197902,46.09494,8.92544,40.5
115,197902,46.09638,8.58469,45.800000000000004
116,197902,46.10113,9.23792,39.1
117,197902,46.25144,6.00029,99.7
118,197902,46.25152,6.33557,94.8
119,197902,46.2735,6.64891,86.8
120,197902,46.28289,6.97299,78.5
121,197902,46.29183,7.29652,71.39999999999999
122,197902,46.29953,7.62048,60.0
123,197902,46.30624,7.94451,53.9
124,197902,46.31198,8.26861,49.1
125,197902,46.31673,8.59276,47.1
126,197902,46.3205,8.91696,42.6
127,197902,46.32329,9.2412,37.0
128,197902,46.3251,9.56547,31.599999999999998
129,197902,46.32576,10.21403,33.2
130,197902,46.32592,9.88974,28.1
131,197902,46.47603,5.98489,98.7
132,197902,46.50778,6.2883,87.9
133,197902,46.51673,6.97082,79.2
134,197902,46.51681,7.28513,77.5
135,197902,46.52454,7.61045,73.1
136,197902,46.53129,7.93584,64.0
137,197902,46.53456,6.64066,80.7
138,197902,46.53705,8.2613,60.199999999999996
139,197902,46.54183,8.58683,60.5
140,197902,46.54562,8.9124,54.1
141,197902,46.54842,9.238,46.9
142,197902,46.54976,10.54057,33.6
143,197902,46.55023,9.56363,36.3
144,197902,46.5509,10.21493,23.5
145,197902,46.55106,9.88928,36.1
146,197902,46.70077,5.96788,91.5
147,197902,46.71353,6.29425,90.6
148,197902,46.71743,6.61481,77.6
149,197902,46.73315,6.94607,77.8
150,197902,46.74177,7.27367,81.8
151,197902,46.7526,7.59435,72.6
152,197902,46.75935,7.92738,69.7
153,197902,46.76125,8.25429,62.1
154,197902,46.76689,8.58083,65.1
155,197902,46.7707,8.90778,57.0
156,197902,46.77352,9.23477,48.4
157,197902,46.77487,10.54287,24.0
158,197902,46.77534,9.56178,48.0
159,197902,46.77602,10.21584,40.9
160,197902,46.77618,9.88881,40.3
161,197902,46.93727,6.27833,100.9
162,197902,46.94998,6.60302,92.1
163,197902,46.96392,7.26749,85.7
164,197902,46.97448,7.59006,82.5
165,197902,46.98129,7.91822,67.0
166,197902,46.98568,8.23908,66.3
167,197902,46.99292,6.92433,93.0
168,197902,46.99537,8.9035,58.4
169,197902,46.99859,9.23149,52.2
170,197902,46.99995,10.54519,53.3
171,197902,47.00042,9.55991,49.9
172,197902,47.0011,10.21676,53.9
173,197902,47.00126,9.88833,53.6
174,197902,47.00145,8.58394,65.8
175,197902,47.17286,6.59151,114.10000000000001
176,197902,47.18271,6.9208,109.0
177,197902,47.1942,7.25201,107.3
178,197902,47.1994,7.57969,94.9
179,197902,47.20625,7.90927,84.8
180,197902,47.2126,8.24111,83.9
181,197902,47.21777,8.56578,76.1
182,197902,47.2223,8.90493,57.3
183,197902,47.22548,9.55801,56.1
184,197902,47.22736,9.22899,54.7
185,197902,47.40752,6.90748,116.9
186,197902,47.41641,7.2383,106.7
187,197902,47.42132,9.55533,70.4
188,197902,47.4243,7.56921,95.3
189,197902,47.43118,7.90021,92.9
190,197902,47.43706,8.23129,88.8
191,197902,47.44387,8.56124,76.2
192,197902,47.44579,8.89361,70.2
193,197902,47.44849,9.22459,67.0
194,197902,47.64917,7.55861,91.89999999999999
195,197902,47.65609,7.89106,106.4
196,197902,47.66199,8.22357,104.2
197,197902,47.66689,8.55615,87.5
198,197902,47.66881,8.88097,80.7
199,197902,47.67466,9.2107,82.5
200,197902,47.69319,9.57481,76.7
201,197902,47.89182,8.54981,95.1
202,197903,45.83319,6.99776,97.9
203,197903,45.84178,7.31894,96.1
204,197903,45.8494,7.64021,111.2
205,197903,45.85606,7.96156,134.1
206,197903,45.86814,9.24811,174.9
207,197903,45.86874,8.92559,185.4
208,197903,46.02644,6.01836,125.0
209,197903,46.04858,6.66286,114.7
210,197903,46.05819,6.98528,95.3
211,197903,46.06682,7.30779,98.5
212,197903,46.07448,7.6304,110.3
213,197903,46.08116,7.95308,133.6
214,197903,46.08687,8.27583,151.6
215,197903,46.09494,8.92544,191.4
216,197903,46.09638,8.58469,173.3
217,197903,46.10113,9.23792,173.9
218,197903,46.25144,6.00029,125.4
219,197903,46.25152,6.33557,122.1
220,197903,46.2735,6.64891,115.6
221,197903,46.28289,6.97299,96.9
222,197903,46.29183,7.29652,84.4
223,197903,46.29953,7.62048,106.0
224,197903,46.30624,7.94451,123.8
225,197903,46.31198,8.26861,143.5
226,197903,46.31673,8.59276,160.6
227,197903,46.3205,8.91696,172.9
228,197903,46.32329,9.2412,158.5
229,197903,46.3251,9.56547,141.1
230,197903,46.32576,10.21403,112.2
231,197903,46.32592,9.88974,130.1
232,197903,46.47603,5.98489,130.8
233,197903,46.50778,6.2883,122.6
234,197903,46.51673,6.97082,107.3
235,197903,46.51681,7.28513,93.1
236,197903,46.52454,7.61045,101.3
237,197903,46.53129,7.93584,116.5
238,197903,46.53456,6.64066,114.0
239,197903,46.53705,8.2613,128.6
240,197903,46.54183,8.58683,147.7
241,197903,46.54562,8.9124,150.0
242,197903,46.54842,9.238,142.6
243,197903,46.54976,10.54057,93.4
244,197903,46.55023,9.56363,130.4
245,197903,46.5509,10.21493,98.7
246,197903,46.55106,9.88928,121.4
247,197903,46.70077,5.96788,125.6
248,197903,46.71353,6.29425,119.1
249,197903,46.71743,6.61481,114.1
250,197903,46.73315,6.94607,104.39999999999999
251,197903,46.74177,7.27367,99.6
252,197903,46.7526,7.59435,102.7
253,197903,46.75935,7.92738,91.8
254,197903,46.76125,8.25429,115.5
255,197903,46.76689,8.58083,125.5
256,197903,46.7707,8.90778,125.3
257,197903,46.77352,9.23477,121.1
258,197903,46.77487,10.54287,88.6
259,197903,46.77534,9.56178,118.60000000000001
260,197903,46.77602,10.21584,107.0
261,197903,46.77618,9.88881,112.3
262,197903,46.93727,6.27833,124.9
263,197903,46.94998,6.60302,118.4
264,197903,46.96392,7.26749,100.7
265,197903,46.97448,7.59006,97.6
266,197903,46.98129,7.91822,95.8
267,197903,46.98568,8.23908,100.1
268,197903,46.99292,6.92433,107.7
269,197903,46.99537,8.9035,115.1
270,197903,46.99859,9.23149,117.3
271,197903,46.99995,10.54519,108.1
272,197903,47.00042,9.55991,108.60000000000001
273,197903,47.0011,10.21676,112.1
274,197903,47.00126,9.88833,113.0
275,197903,47.00145,8.58394,111.6
276,197903,47.17286,6.59151,114.4
277,197903,47.18271,6.9208,113.9
278,197903,47.1942,7.25201,108.7
279,197903,47.1994,7.57969,99.0
280,197903,47.20625,7.90927,99.8
281,197903,47.2126,8.24111,98.2
282,197903,47.21777,8.56578,96.9
283,197903,47.2223,8.90493,111.8
284,197903,47.22548,9.55801,110.6
285,197903,47.22736,9.22899,113.2
286,197903,47.40752,6.90748,112.1
287,197903,47.41641,7.2383,104.9
288,197903,47.42132,9.55533,122.5
289,197903,47.4243,7.56921,99.2
290,197903,47.43118,7.90021,94.3
291,197903,47.43706,8.23129,96.0
292,197903,47.44387,8.56124,97.4
293,197903,47.44579,8.89361,103.5
294,197903,47.44849,9.22459,110.9
295,197903,47.64917,7.55861,90.8
296,197903,47.65609,7.89106,100.1
297,197903,47.66199,8.22357,102.5
298,197903,47.66689,8.55615,97.2
299,197903,47.66881,8.88097,99.2
300,197903,47.67466,9.2107,86.2
301,197903,47.69319,9.57481,107.7
302,197903,47.89182,8.54981,96.4
303,197904,45.83319,6.99776,57.5
304,197904,45.84178,7.31894,46.2
305,197904,45.8494,7.64021,53.800000000000004
306,197904,45.85606,7.96156,61.1
307,197904,45.86814,9.24811,93.2
308,197904,45.86874,8.92559,80.4
309,197904,46.02644,6.01836,57.7
310,197904,46.04858,6.66286,58.6
311,197904,46.05819,6.98528,58.4
312,197904,46.06682,7.30779,49.8
313,197904,46.07448,7.6304,62.2
314,197904,46.08116,7.95308,66.3
315,197904,46.08687,8.27583,70.9
316,197904,46.09494,8.92544,81.1
317,197904,46.09638,8.58469,80.7
318,197904,46.10113,9.23792,85.7
319,197904,46.25144,6.00029,63.4
320,197904,46.25152,6.33557,63.199999999999996
321,197904,46.2735,6.64891,58.3
322,197904,46.28289,6.97299,63.5
323,197904,46.29183,7.29652,55.5
324,197904,46.29953,7.62048,62.2
325,197904,46.30624,7.94451,72.4
326,197904,46.31198,8.26861,77.2
327,197904,46.31673,8.59276,80.8
328,197904,46.3205,8.91696,82.7
329,197904,46.32329,9.2412,83.3
330,197904,46.3251,9.56547,72.1
331,197904,46.32576,10.21403,69.5
332,197904,46.32592,9.88974,73.1
333,197904,46.47603,5.98489,75.4
334,197904,46.50778,6.2883,73.0
335,197904,46.51673,6.97082,64.4
336,197904,46.51681,7.28513,64.7
337,197904,46.52454,7.61045,67.9
338,197904,46.53129,7.93584,71.4
339,197904,46.53456,6.64066,71.0
340,197904,46.53705,8.2613,78.7
341,197904,46.54183,8.58683,82.2
342,197904,46.54562,8.9124,85.1
343,197904,46.54842,9.238,84.9
344,197904,46.54976,10.54057,70.0
345,197904,46.55023,9.56363,83.2
346,197904,46.5509,10.21493,88.2
347,197904,46.55106,9.88928,82.4
348,197904,46.70077,5.96788,73.1
349,197904,46.71353,6.29425,71.6
350,197904,46.71743,6.61481,63.4
351,197904,46.73315,6.94607,65.7
352,197904,46.74177,7.27367,64.3
353,197904,46.7526,7.59435,67.8
354,197904,46.75935,7.92738,72.3
355,197904,46.76125,8.25429,82.1
356,197904,46.76689,8.58083,86.8
357,197904,46.7707,8.90778,88.5
358,197904,46.77352,9.23477,88.5
359,197904,46.77487,10.54287,72.8
360,197904,46.77534,9.56178,83.9
361,197904,46.77602,10.21584,91.2
362,197904,46.77618,9.88881,87.0
363,197904,46.93727,6.27833,73.1
364,197904,46.94998,6.60302,65.4
365,197904,46.96392,7.26749,70.7
366,197904,46.97448,7.59006,74.4
367,197904,46.98129,7.91822,72.7
368,197904,46.98568,8.23908,84.7
369,197904,46.99292,6.92433,71.0
370,197904,46.99537,8.9035,95.1
371,197904,46.99859,9.23149,88.5
372,197904,46.99995,10.54519,98.3
373,197904,47.00042,9.55991,85.2
374,197904,47.0011,10.21676,97.2
375,197904,47.00126,9.88833,102.3
376,197904,47.00145,8.58394,87.8
377,197904,47.17286,6.59151,74.7
378,197904,47.18271,6.9208,73.7
379,197904,47.1942,7.25201,73.39999999999999
380,197904,47.1994,7.57969,75.2
381,197904,47.20625,7.90927,76.8
382,197904,47.2126,8.24111,85.6
383,197904,47.21777,8.56578,89.9
384,197904,47.2223,8.90493,97.0
385,197904,47.22548,9.55801,103.6
386,197904,47.22736,9.22899,98.60000000000001
387,197904,47.40752,6.90748,75.8
388,197904,47.41641,7.2383,71.2
389,197904,47.42132,9.55533,109.2
390,197904,47.4243,7.56921,73.3
391,197904,47.43118,7.90021,77.3
392,197904,47.43706,8.23129,87.9
393,197904,47.44387,8.56124,93.4
394,197904,47.44579,8.89361,97.7
395,197904,47.44849,9.22459,105.0
396,197904,47.64917,7.55861,71.4
397,197904,47.65609,7.89106,83.7
398,197904,47.66199,8.22357,87.3
399,197904,47.66689,8.55615,87.9
400,197904,47.66881,8.88097,88.9
401,197904,47.67466,9.2107,93.7
402,197904,47.69319,9.57481,102.1
403,197904,47.89182,8.54981,80.4
404,197905,45.83319,6.99776,35.5
405,197905,45.84178,7.31894,28.2
406,197905,45.8494,7.64021,28.0
407,197905,45.85606,7.96156,29.5
408,197905,45.86814,9.24811,28.8
409,197905,45.86874,8.92559,31.9
410,197905,46.02644,6.01836,48.0
411,197905,46.04858,6.66286,42.9
412,197905,46.05819,6.98528,33.9
413,197905,46.06682,7.30779,30.9
414,197905,46.07448,7.6304,27.9
415,197905,46.08116,7.95308,30.0
416,197905,46.08687,8.27583,32.4
417,197905,46.09494,8.92544,37.3
418,197905,46.09638,8.58469,37.0
419,197905,46.10113,9.23792,36.300000000000004
420,197905,46.25144,6.00029,41.4
421,197905,46.25152,6.33557,39.6
422,197905,46.2735,6.64891,41.1
423,197905,46.28289,6.97299,39.5
424,197905,46.29183,7.29652,30.4
425,197905,46.29953,7.62048,31.2
426,197905,46.30624,7.94451,37.300000000000004
427,197905,46.31198,8.26861,46.7
428,197905,46.31673,8.59276,52.6
429,197905,46.3205,8.91696,55.3
430,197905,46.32329,9.2412,45.2
431,197905,46.3251,9.56547,43.3
432,197905,46.32576,10.21403,31.1
433,197905,46.32592,9.88974,39.1
434,197905,46.47603,5.98489,52.7
435,197905,46.50778,6.2883,44.2
436,197905,46.51673,6.97082,37.0
437,197905,46.51681,7.28513,37.7
438,197905,46.52454,7.61045,34.2
439,197905,46.53129,7.93584,41.9
440,197905,46.53456,6.64066,37.6
441,197905,46.53705,8.2613,53.6
442,197905,46.54183,8.58683,64.8
443,197905,46.54562,8.9124,64.1
444,197905,46.54842,9.238,56.300000000000004
445,197905,46.54976,10.54057,43.7
446,197905,46.55023,9.56363,51.4
447,197905,46.5509,10.21493,45.6
448,197905,46.55106,9.88928,49.4
449,197905,46.70077,5.96788,64.2
450,197905,46.71353,6.29425,39.800000000000004
451,197905,46.71743,6.61481,36.8
452,197905,46.73315,6.94607,34.199999999999996
453,197905,46.74177,7.27367,37.0
454,197905,46.7526,7.59435,40.0
455,197905,46.75935,7.92738,38.8
456,197905,46.76125,8.25429,50.5
457,197905,46.76689,8.58083,59.0
458,197905,46.7707,8.90778,60.6
459,197905,46.77352,9.23477,57.5
460,197905,46.77487,10.54287,56.7
461,197905,46.77534,9.56178,56.8
462,197905,46.77602,10.21584,57.3
463,197905,46.77618,9.88881,56.6
464,197905,46.93727,6.27833,65.8
465,197905,46.94998,6.60302,40.6
466,197905,46.96392,7.26749,36.9
467,197905,46.97448,7.59006,39.2
468,197905,46.98129,7.91822,37.1
469,197905,46.98568,8.23908,45.4
470,197905,46.99292,6.92433,39.1
471,197905,46.99537,8.9035,58.1
472,197905,46.99859,9.23149,61.5
473,197905,46.99995,10.54519,73.2
474,197905,47.00042,9.55991,64.0
475,197905,47.0011,10.21676,73.5
476,197905,47.00126,9.88833,69.2
477,197905,47.00145,8.58394,54.9
478,197905,47.17286,6.59151,47.2
479,197905,47.18271,6.9208,45.9
480,197905,47.1942,7.25201,47.0
481,197905,47.1994,7.57969,39.699999999999996
482,197905,47.20625,7.90927,42.9
483,197905,47.2126,8.24111,48.1
484,197905,47.21777,8.56578,52.4
485,197905,47.2223,8.90493,56.800000000000004
486,197905,47.22548,9.55801,71.5
487,197905,47.22736,9.22899,60.0
488,197905,47.40752,6.90748,51.6
489,197905,47.41641,7.2383,50.1
490,197905,47.42132,9.55533,70.1
491,197905,47.4243,7.56921,51.2
492,197905,47.43118,7.90021,47.8
493,197905,47.43706,8.23129,46.9
494,197905,47.44387,8.56124,50.6
495,197905,47.44579,8.89361,53.9
496,197905,47.44849,9.22459,57.6
497,197905,47.64917,7.55861,52.9
498,197905,47.65609,7.89106,58.7
499,197905,47.66199,8.22357,57.800000000000004
500,197905,47.66689,8.55615,51.1
501,197905,47.66881,8.88097,42.0
502,197905,47.67466,9.2107,45.4
503,197905,47.69319,9.57481,49.6
504,197905,47.89182,8.54981,50.3
505,197906,45.83319,6.99776,47.300000000000004
506,197906,45.84178,7.31894,49.7
507,197906,45.8494,7.64021,52.3
508,197906,45.85606,7.96156,52.0
509,197906,45.86814,9.24811,59.9
510,197906,45.86874,8.92559,63.5
511,197906,46.02644,6.01836,43.6
512,197906,46.04858,6.66286,44.4
513,197906,46.05819,6.98528,44.699999999999996
514,197906,46.06682,7.30779,47.0
515,197906,46.07448,7.6304,52.1
516,197906,46.08116,7.95308,53.3
517,197906,46.08687,8.27583,43.5
518,197906,46.09494,8.92544,75.4
519,197906,46.09638,8.58469,55.8
520,197906,46.10113,9.23792,58.5
521,197906,46.25144,6.00029,45.5
522,197906,46.25152,6.33557,41.1
523,197906,46.2735,6.64891,49.6
524,197906,46.28289,6.97299,46.4
525,197906,46.29183,7.29652,46.2
526,197906,46.29953,7.62048,54.8
527,197906,46.30624,7.94451,59.3
528,197906,46.31198,8.26861,51.4
529,197906,46.31673,8.59276,55.7
530,197906,46.3205,8.91696,71.1
531,197906,46.32329,9.2412,67.6
532,197906,46.3251,9.56547,72.8
533,197906,46.32576,10.21403,62.5
534,197906,46.32592,9.88974,70.8
535,197906,46.47603,5.98489,42.1
536,197906,46.50778,6.2883,38.5
537,197906,46.51673,6.97082,41.1
538,197906,46.51681,7.28513,56.300000000000004
539,197906,46.52454,7.61045,57.7
540,197906,46.53129,7.93584,65.6
541,197906,46.53456,6.64066,40.2
542,197906,46.53705,8.2613,61.1
543,197906,46.54183,8.58683,59.0
544,197906,46.54562,8.9124,69.2
545,197906,46.54842,9.238,80.7
546,197906,46.54976,10.54057,86.5
547,197906,46.55023,9.56363,81.7
548,197906,46.5509,10.21493,85.3
549,197906,46.55106,9.88928,84.4
550,197906,46.70077,5.96788,40.3
551,197906,46.71353,6.29425,36.7
552,197906,46.71743,6.61481,40.3
553,197906,46.73315,6.94607,46.5
554,197906,46.74177,7.27367,47.1
555,197906,46.7526,7.59435,60.2
556,197906,46.75935,7.92738,63.2
557,197906,46.76125,8.25429,58.4
558,197906,46.76689,8.58083,62.0
559,197906,46.7707,8.90778,61.4
560,197906,46.77352,9.23477,79.5
561,197906,46.77487,10.54287,116.1
562,197906,46.77534,9.56178,96.4
563,197906,46.77602,10.21584,116.6
564,197906,46.77618,9.88881,106.5
565,197906,46.93727,6.27833,45.8
566,197906,46.94998,6.60302,46.0
567,197906,46.96392,7.26749,46.1
568,197906,46.97448,7.59006,52.1
569,197906,46.98129,7.91822,68.5
570,197906,46.98568,8.23908,68.8
571,197906,46.99292,6.92433,50.0
572,197906,46.99537,8.9035,83.39999999999999
573,197906,46.99859,9.23149,96.3
574,197906,46.99995,10.54519,160.4
575,197906,47.00042,9.55991,107.39999999999999
576,197906,47.0011,10.21676,159.7
577,197906,47.00126,9.88833,148.7
578,197906,47.00145,8.58394,74.5
579,197906,47.17286,6.59151,49.2
580,197906,47.18271,6.9208,52.9
581,197906,47.1942,7.25201,56.0
582,197906,47.1994,7.57969,54.7
583,197906,47.20625,7.90927,66.3
584,197906,47.2126,8.24111,76.8
585,197906,47.21777,8.56578,79.9
586,197906,47.2223,8.90493,93.5
587,197906,47.22548,9.55801,135.3
588,197906,47.22736,9.22899,113.5
589,197906,47.40752,6.90748,52.199999999999996
590,197906,47.41641,7.2383,54.9
591,197906,47.42132,9.55533,140.3
592,197906,47.4243,7.56921,59.800000000000004
593,197906,47.43118,7.90021,61.0
594,197906,47.43706,8.23129,69.9
595,197906,47.44387,8.56124,87.60000000000001
596,197906,47.44579,8.89361,90.8
597,197906,47.44849,9.22459,109.7
598,197906,47.64917,7.55861,62.7
599,197906,47.65609,7.89106,58.699999999999996
600,197906,47.66199,8.22357,61.9
601,197906,47.66689,8.55615,67.9
602,197906,47.66881,8.88097,77.8
603,197906,47.67466,9.2107,91.1
604,197906,47.69319,9.57481,116.5
605,197906,47.89182,8.54981,56.9
606,197907,45.83319,6.99776,34.5
607,197907,45.84178,7.31894,34.0
608,197907,45.8494,7.64021,36.8
609,197907,45.85606,7.96156,45.5
610,197907,45.86814,9.24811,46.2
611,197907,45.86874,8.92559,46.2
612,197907,46.02644,6.01836,27.3
613,197907,46.04858,6.66286,31.4
614,197907,46.05819,6.98528,30.8
615,197907,46.06682,7.30779,24.6
616,197907,46.07448,7.6304,33.1
617,197907,46.08116,7.95308,24.5
618,197907,46.08687,8.27583,41.5
619,197907,46.09494,8.92544,41.099999999999994
620,197907,46.09638,8.58469,44.7
621,197907,46.10113,9.23792,30.5
622,197907,46.25144,6.00029,24.6
623,197907,46.25152,6.33557,25.8
624,197907,46.2735,6.64891,34.2
625,197907,46.28289,6.97299,29.900000000000002
626,197907,46.29183,7.29652,30.0
627,197907,46.29953,7.62048,28.599999999999998
628,197907,46.30624,7.94451,33.9
629,197907,46.31198,8.26861,37.1
630,197907,46.31673,8.59276,44.2
631,197907,46.3205,8.91696,49.9
632,197907,46.32329,9.2412,40.3
633,197907,46.3251,9.56547,37.9
634,197907,46.32576,10.21403,39.4
635,197907,46.32592,9.88974,39.3
636,197907,46.47603,5.98489,25.5
637,197907,46.50778,6.2883,25.1
638,197907,46.51673,6.97082,34.6
639,197907,46.51681,7.28513,34.3
640,197907,46.52454,7.61045,29.8
641,197907,46.53129,7.93584,33.9
642,197907,46.53456,6.64066,28.2
643,197907,46.53705,8.2613,41.9
644,197907,46.54183,8.58683,43.5
645,197907,46.54562,8.9124,44.199999999999996
646,197907,46.54842,9.238,51.1
647,197907,46.54976,10.54057,43.3
648,197907,46.55023,9.56363,43.7
649,197907,46.5509,10.21493,45.4
650,197907,46.55106,9.88928,45.8
651,197907,46.70077,5.96788,27.5
652,197907,46.71353,6.29425,25.5
653,197907,46.71743,6.61481,27.6
654,197907,46.73315,6.94607,28.4
655,197907,46.74177,7.27367,37.8
656,197907,46.7526,7.59435,48.0
657,197907,46.75935,7.92738,31.599999999999998
658,197907,46.76125,8.25429,40.1
659,197907,46.76689,8.58083,40.1
660,197907,46.7707,8.90778,42.4
661,197907,46.77352,9.23477,50.6
662,197907,46.77487,10.54287,48.2
663,197907,46.77534,9.56178,51.9
664,197907,46.77602,10.21584,52.2
665,197907,46.77618,9.88881,50.5
666,197907,46.93727,6.27833,27.7
667,197907,46.94998,6.60302,26.1
668,197907,46.96392,7.26749,31.5
669,197907,46.97448,7.59006,35.3
670,197907,46.98129,7.91822,33.1
671,197907,46.98568,8.23908,50.9
672,197907,46.99292,6.92433,29.599999999999998
673,197907,46.99537,8.9035,46.8
674,197907,46.99859,9.23149,58.3
675,197907,46.99995,10.54519,73.8
676,197907,47.00042,9.55991,55.4
677,197907,47.0011,10.21676,68.8
678,197907,47.00126,9.88833,70.8
679,197907,47.00145,8.58394,40.5
680,197907,47.17286,6.59151,28.6
681,197907,47.18271,6.9208,29.6
682,197907,47.1942,7.25201,33.3
683,197907,47.1994,7.57969,33.2
684,197907,47.20625,7.90927,38.4
685,197907,47.2126,8.24111,41.199999999999996
686,197907,47.21777,8.56578,50.6
687,197907,47.2223,8.90493,52.9
688,197907,47.22548,9.55801,75.7
689,197907,47.22736,9.22899,62.5
690,197907,47.40752,6.90748,32.2
691,197907,47.41641,7.2383,34.3
692,197907,47.42132,9.55533,77.6
693,197907,47.4243,7.56921,38.8
694,197907,47.43118,7.90021,42.0
695,197907,47.43706,8.23129,51.5
696,197907,47.44387,8.56124,46.2
697,197907,47.44579,8.89361,59.3
698,197907,47.44849,9.22459,67.4
699,197907,47.64917,7.55861,45.0
700,197907,47.65609,7.89106,48.6
701,197907,47.66199,8.22357,53.900000000000006
702,197907,47.66689,8.55615,50.8
703,197907,47.66881,8.88097,52.4
704,197907,47.67466,9.2107,59.2
705,197907,47.69319,9.57481,66.0
706,197907,47.89182,8.54981,64.6
707,197908,45.83319,6.99776,66.7
708,197908,45.84178,7.31894,83.7
709,197908,45.8494,7.64021,87.1
710,197908,45.85606,7.96156,100.60000000000001
711,197908,45.86814,9.24811,136.1
712,197908,45.86874,8.92559,137.4
713,197908,46.02644,6.01836,70.1
714,197908,46.04858,6.66286,59.5
715,197908,46.05819,6.98528,60.9
716,197908,46.06682,7.30779,61.300000000000004
717,197908,46.07448,7.6304,83.0
718,197908,46.08116,7.95308,91.1
719,197908,46.08687,8.27583,100.8
720,197908,46.09494,8.92544,130.4
721,197908,46.09638,8.58469,121.7
722,197908,46.10113,9.23792,111.8
