,YEAR,LATITUDE,LONGITUDE,PRECIPITATION
80,1979,47.21777,8.56578,942.9
81,1979,47.2223,8.90493,957.5
82,1979,47.22548,9.55801,1082.2
83,1979,47.22736,9.22899,1013.5
84,1979,47.40752,6.90748,917.1
85,1979,47.41641,7.2383,866.4
86,1979,47.42132,9.55533,1184.2
87,1979,47.4243,7.56921,902.5
88,1979,47.43118,7.90021,888.4
89,1979,47.43706,8.23129,930.7
90,1979,47.44387,8.56124,900.5
91,1979,47.44579,8.89361,994.9
92,1979,47.44849,9.22459,1046.9
93,1979,47.64917,7.55861,914.6
94,1979,47.65609,7.89106,1008.1
95,1979,47.66199,8.22357,990.3
96,1979,47.66689,8.55615,925.3
97,1979,47.66881,8.88097,923.4
98,1979,47.67466,9.2107,981.3
99,1979,47.69319,9.57481,1057.7
100,1979,47.89182,8.54981,950.2
101,1980,45.83319,6.99776,858.2
102,1980,45.84178,7.31894,752.1
103,1980,45.8494,7.64021,707.3
104,1980,45.85606,7.96156,691.0
105,1980,45.86814,9.24811,775.0
106,1980,45.86874,8.92559,778.0
107,1980,46.02644,6.01836,885.5
108,1980,46.04858,6.66286,861.6
109,1980,46.05819,6.98528,830.5
110,1980,46.06682,7.30779,781.1999999999999
111,1980,46.07448,7.6304,713.5
112,1980,46.08116,7.95308,672.0
113,1980,46.08687,8.27583,657.7
114,1980,46.09494,8.92544,705.4
115,1980,46.09638,8.58469,682.6
116,1980,46.10113,9.23792,680.9
117,1980,46.25144,6.00029,869.9
118,1980,46.25152,6.33557,854.2
119,1980,46.2735,6.64891,878.8
120,1980,46.28289,6.97299,821.0
121,1980,46.29183,7.29652,785.9
122,1980,46.29953,7.62048,682.1
123,1980,46.30624,7.94451,704.8
124,1980,46.31198,8.26861,687.2
125,1980,46.31673,8.59276,664.2
126,1980,46.3205,8.91696,679.3
127,1980,46.32329,9.2412,662.6
128,1980,46.3251,9.56547,646.9
129,1980,46.32576,10.21403,612.1
130,1980,46.32592,9.88974,629.7
131,1980,46.47603,5.98489,913.5
132,1980,46.50778,6.2883,870.4
133,1980,46.51673,6.97082,851.7
134,1980,46.51681,7.28513,791.2
135,1980,46.52454,7.61045,743.6
136,1980,46.53129,7.93584,722.7
137,1980,46.53456,6.64066,894.5
138,1980,46.53705,8.2613,706.6
139,1980,46.54183,8.58683,697.7
140,1980,46.54562,8.9124,690.2
141,1980,46.54842,9.238,700.2
142,1980,46.54976,10.54057,636.0
143,1980,46.55023,9.56363,675.0
144,1980,46.5509,10.21493,637.1
145,1980,46.55106,9.88928,650.9
146,1980,46.70077,5.96788,816.2
147,1980,46.71353,6.29425,854.9
148,1980,46.71743,6.61481,865.7
149,1980,46.73315,6.94607,789.9
150,1980,46.74177,7.27367,813.7
151,1980,46.7526,7.59435,762.4
152,1980,46.75935,7.92738,732.2
153,1980,46.76125,8.25429,726.3
154,1980,46.76689,8.58083,736.0
155,1980,46.7707,8.90778,710.2
156,1980,46.77352,9.23477,718.2
157,1980,46.77487,10.54287,712.0
158,1980,46.77534,9.56178,740.0
159,1980,46.77602,10.21584,796.2
160,1980,46.77618,9.88881,752.9
161,1980,46.93727,6.27833,832.3
162,1980,46.94998,6.60302,828.8
163,1980,46.96392,7.26749,796.4
164,1980,46.97448,7.59006,771.9
165,1980,46.98129,7.91822,756.8
166,1980,46.98568,8.23908,774.7
167,1980,46.99292,6.92433,784.8
168,1980,46.99537,8.9035,802.7
169,1980,46.99859,9.23149,828.5
170,1980,46.99995,10.54519,967.7
171,1980,47.00042,9.55991,860.4
172,1980,47.0011,10.21676,958.1
173,1980,47.00126,9.88833,949.0
174,1980,47.00145,8.58394,760.9
175,1980,47.17286,6.59151,841.2
176,1980,47.18271,6.9208,807.3
177,1980,47.1942,7.25201,894.2
178,1980,47.1994,7.57969,864.7
179,1980,47.20625,7.90927,835.5
180,1980,47.2126,8.24111,854.3
181,1980,47.21777,8.56578,848.2
182,1980,47.2223,8.90493,876.0
183,1980,47.22548,9.55801,1025.2
184,1980,47.22736,9.22899,959.0
185,1980,47.40752,6.90748,870.1
186,1980,47.41641,7.2383,854.0
187,1980,47.42132,9.55533,1119.1
188,1980,47.4243,7.56921,899.3
189,1980,47.43118,7.90021,894.8
190,1980,47.43706,8.23129,897.7
191,1980,47.44387,8.56124,836.2
192,1980,47.44579,8.89361,913.2
193,1980,47.44849,9.22459,984.1
194,1980,47.64917,7.55861,869.4
195,1980,47.65609,7.89106,983.9
196,1980,47.66199,8.22357,969.7
197,1980,47.66689,8.55615,901.2
198,1980,47.66881,8.88097,896.6
199,1980,47.67466,9.2107,927.4
200,1980,47.69319,9.57481,1026.4
201,1980,47.89182,8.54981,933.4
202,1981,45.83319,6.99776,988.2
203,1981,45.84178,7.31894,919.0
204,1981,45.8494,7.64021,867.1
205,1981,45.85606,7.96156,887.2
206,1981,45.86814,9.24811,1026.9
207,1981,45.86874,8.92559,1021.2
208,1981,46.02644,6.01836,1006.5
209,1981,46.04858,6.66286,967.7
210,1981,46.05819,6.98528,911.2
211,1981,46.06682,7.30779,873.5
212,1981,46.07448,7.6304,868.0
213,1981,46.08116,7.95308,849.6
214,1981,46.08687,8.27583,881.2
215,1981,46.09494,8.92544,971.7
216,1981,46.09638,8.58469,924.2
217,1981,46.10113,9.23792,896.4
218,1981,46.25144,6.00029,1014.7
219,1981,46.25152,6.33557,982.8
220,1981,46.2735,6.64891,951.1
221,1981,46.28289,6.97299,843.6
222,1981,46.29183,7.29652,829.1
223,1981,46.29953,7.62048,805.1
224,1981,46.30624,7.94451,873.7
225,1981,46.31198,8.26861,937.8
226,1981,46.31673,8.59276,929.5
227,1981,46.3205,8.91696,946.5
228,1981,46.32329,9.2412,844.6
229,1981,46.3251,9.56547,812.4
230,1981,46.32576,10.21403,810.7
231,1981,46.32592,9.88974,799.8
232,1981,46.47603,5.98489,1058.4
233,1981,46.50778,6.2883,965.4
234,1981,46.51673,6.97082,897.5
235,1981,46.51681,7.28513,850.1
236,1981,46.52454,7.61045,889.9
237,1981,46.53129,7.93584,896.6
238,1981,46.53456,6.64066,950.1
239,1981,46.53705,8.2613,934.8
240,1981,46.54183,8.58683,944.1
241,1981,46.54562,8.9124,861.8
242,1981,46.54842,9.238,855.7
243,1981,46.54976,10.54057,859.0
244,1981,46.55023,9.56363,833.6
245,1981,46.5509,10.21493,826.0
246,1981,46.55106,9.88928,861.8
247,1981,46.70077,5.96788,993.7
248,1981,46.71353,6.29425,934.2
249,1981,46.71743,6.61481,909.5
250,1981,46.73315,6.94607,851.2
251,1981,46.74177,7.27367,883.8
252,1981,46.7526,7.59435,867.4
253,1981,46.75935,7.92738,867.4
254,1981,46.76125,8.25429,880.4
255,1981,46.76689,8.58083,867.6
256,1981,46.7707,8.90778,818.0
257,1981,46.77352,9.23477,857.5
258,1981,46.77487,10.54287,926.7
259,1981,46.77534,9.56178,842.4
260,1981,46.77602,10.21584,959.7
261,1981,46.77618,9.88881,869.5
262,1981,46.93727,6.27833,983.0
263,1981,46.94998,6.60302,911.3
264,1981,46.96392,7.26749,857.6
265,1981,46.97448,7.59006,867.5
266,1981,46.98129,7.91822,893.9
267,1981,46.98568,8.23908,906.7
268,1981,46.99292,6.92433,885.9
269,1981,46.99537,8.9035,908.5
270,1981,46.99859,9.23149,936.6
271,1981,46.99995,10.54519,1115.2
272,1981,47.00042,9.55991,933.8
273,1981,47.0011,10.21676,1105.2
274,1981,47.00126,9.88833,1043.1
275,1981,47.00145,8.58394,881.4
276,1981,47.17286,6.59151,951.3
277,1981,47.18271,6.9208,885.3
278,1981,47.1942,7.25201,928.1
279,1981,47.1994,7.57969,932.4
280,1981,47.20625,7.90927,921.3
281,1981,47.2126,8.24111,964.8
282,1981,47.21777,8.56578,945.0
283,1981,47.2223,8.90493,988.1
284,1981,47.22548,9.55801,1070.1
285,1981,47.22736,9.22899,1091.8
286,1981,47.40752,6.90748,965.3
287,1981,47.41641,7.2383,975.3
288,1981,47.42132,9.55533,1167.7
289,1981,47.4243,7.56921,1006.2
290,1981,47.43118,7.90021,1001.6
291,1981,47.43706,8.23129,1014.3
292,1981,47.44387,8.56124,904.4
293,1981,47.44579,8.89361,1004.3
294,1981,47.44849,9.22459,1049.4
295,1981,47.64917,7.55861,1072.8
296,1981,47.65609,7.89106,1186.0
297,1981,47.66199,8.22357,1156.0
298,1981,47.66689,8.55615,1068.0
299,1981,47.66881,8.88097,1069.5
300,1981,47.67466,9.2107,1094.5
301,1981,47.69319,9.57481,1152.4
302,1981,47.89182,8.54981,1136.1
303,1982,45.83319,6.99776,678.8
304,1982,45.84178,7.31894,686.9
305,1982,45.8494,7.64021,725.5
306,1982,45.85606,7.96156,746.9
307,1982,45.86814,9.24811,929.4
308,1982,45.86874,8.92559,926.3
309,1982,46.02644,6.01836,738.8
310,1982,46.04858,6.66286,643.0
311,1982,46.05819,6.98528,609.8
312,1982,46.06682,7.30779,663.2
313,1982,46.07448,7.6304,672.7
314,1982,46.08116,7.95308,691.6
315,1982,46.08687,8.27583,765.4
316,1982,46.09494,8.92544,866.2
317,1982,46.09638,8.58469,837.7
318,1982,46.10113,9.23792,856.5
319,1982,46.25144,6.00029,737.2
320,1982,46.25152,6.33557,659.9
321,1982,46.2735,6.64891,630.5
322,1982,46.28289,6.97299,592.4
323,1982,46.29183,7.29652,636.5
324,1982,46.29953,7.62048,616.8
325,1982,46.30624,7.94451,664.2
326,1982,46.31198,8.26861,694.6
327,1982,46.31673,8.59276,734.2
328,1982,46.3205,8.91696,780.3
329,1982,46.32329,9.2412,736.7
330,1982,46.3251,9.56547,698.4
331,1982,46.32576,10.21403,594.6
332,1982,46.32592,9.88974,644.1
333,1982,46.47603,5.98489,762.5
334,1982,46.50778,6.2883,705.8
335,1982,46.51673,6.97082,596.2
336,1982,46.51681,7.28513,597.6
337,1982,46.52454,7.61045,613.1
338,1982,46.53129,7.93584,641.7
339,1982,46.53456,6.64066,639.7
340,1982,46.53705,8.2613,664.7
341,1982,46.54183,8.58683,675.5
342,1982,46.54562,8.9124,709.4
343,1982,46.54842,9.238,712.8
344,1982,46.54976,10.54057,590.8
345,1982,46.55023,9.56363,663.1
346,1982,46.5509,10.21493,578.4
347,1982,46.55106,9.88928,655.8
348,1982,46.70077,5.96788,712.6999999999999
349,1982,46.71353,6.29425,653.6
350,1982,46.71743,6.61481,618.0
351,1982,46.73315,6.94607,598.3
352,1982,46.74177,7.27367,607.6
353,1982,46.7526,7.59435,598.7
354,1982,46.75935,7.92738,594.8
355,1982,46.76125,8.25429,620.3
356,1982,46.76689,8.58083,601.6
357,1982,46.7707,8.90778,624.4
358,1982,46.77352,9.23477,599.7
359,1982,46.77487,10.54287,609.3
360,1982,46.77534,9.56178,587.1
361,1982,46.77602,10.21584,606.3
362,1982,46.77618,9.88881,577.1
363,1982,46.93727,6.27833,707.8
364,1982,46.94998,6.60302,649.3
365,1982,46.96392,7.26749,617.7
366,1982,46.97448,7.59006,589.3
367,1982,46.98129,7.91822,625.7
368,1982,46.98568,8.23908,640.7
369,1982,46.99292,6.92433,628.1
370,1982,46.99537,8.9035,608.9
371,1982,46.99859,9.23149,623.8
372,1982,46.99995,10.54519,651.3
373,1982,47.00042,9.55991,616.6
374,1982,47.0011,10.21676,664.2
375,1982,47.00126,9.88833,662.5
376,1982,47.00145,8.58394,618.4
377,1982,47.17286,6.59151,705.3
378,1982,47.18271,6.9208,669.1
379,1982,47.1942,7.25201,696.4
380,1982,47.1994,7.57969,658.1
381,1982,47.20625,7.90927,663.9
382,1982,47.2126,8.24111,709.7
383,1982,47.21777,8.56578,717.8
384,1982,47.2223,8.90493,662.0
385,1982,47.22548,9.55801,600.4
386,1982,47.22736,9.22899,698.4
387,1982,47.40752,6.90748,767.6
388,1982,47.41641,7.2383,779.3
389,1982,47.42132,9.55533,686.3
390,1982,47.4243,7.56921,762.3
391,1982,47.43118,7.90021,761.8
392,1982,47.43706,8.23129,777.1
393,1982,47.44387,8.56124,721.1
394,1982,47.44579,8.89361,742.1
395,1982,47.44849,9.22459,718.7
396,1982,47.64917,7.55861,884.2
397,1982,47.65609,7.89106,962.9
398,1982,47.66199,8.22357,933.4
399,1982,47.66689,8.55615,835.0
400,1982,47.66881,8.88097,816.5
401,1982,47.67466,9.2107,837.6
402,1982,47.69319,9.57481,776.8000000000001
403,1982,47.89182,8.54981,906.4
404,1983,45.83319,6.99776,720.3
405,1983,45.84178,7.31894,617.2
406,1983,45.8494,7.64021,642.5
407,1983,45.85606,7.96156,682.5
408,1983,45.86814,9.24811,745.9
409,1983,45.86874,8.92559,767.8
410,1983,46.02644,6.01836,822.8
411,1983,46.04858,6.66286,736.0
412,1983,46.05819,6.98528,656.4
413,1983,46.06682,7.30779,638.0
414,1983,46.07448,7.6304,650.6
415,1983,46.08116,7.95308,652.0
416,1983,46.08687,8.27583,670.9
417,1983,46.09494,8.92544,786.4
418,1983,46.09638,8.58469,743.6
419,1983,46.10113,9.23792,695.0
420,1983,46.25144,6.00029,842.3
421,1983,46.25152,6.33557,781.9
422,1983,46.2735,6.64891,730.5
423,1983,46.28289,6.97299,656.9
424,1983,46.29183,7.29652,636.3
425,1983,46.29953,7.62048,616.7
426,1983,46.30624,7.94451,628.9
427,1983,46.31198,8.26861,701.2
428,1983,46.31673,8.59276,702.3
429,1983,46.3205,8.91696,737.5
430,1983,46.32329,9.2412,689.4
431,1983,46.3251,9.56547,656.5
432,1983,46.32576,10.21403,594.2
433,1983,46.32592,9.88974,632.4
434,1983,46.47603,5.98489,994.5
435,1983,46.50778,6.2883,885.3
436,1983,46.51673,6.97082,700.2
437,1983,46.51681,7.28513,640.2
438,1983,46.52454,7.61045,650.9
439,1983,46.53129,7.93584,661.6
440,1983,46.53456,6.64066,770.4
441,1983,46.53705,8.2613,655.4
442,1983,46.54183,8.58683,679.3
443,1983,46.54562,8.9124,692.4
444,1983,46.54842,9.238,720.8
445,1983,46.54976,10.54057,667.1
446,1983,46.55023,9.56363,689.0
447,1983,46.5509,10.21493,643.8
448,1983,46.55106,9.88928,692.7
449,1983,46.70077,5.96788,891.1
450,1983,46.71353,6.29425,827.8
451,1983,46.71743,6.61481,755.1
452,1983,46.73315,6.94607,637.2
453,1983,46.74177,7.27367,622.3
454,1983,46.7526,7.59435,624.6
455,1983,46.75935,7.92738,604.9
456,1983,46.76125,8.25429,652.6
457,1983,46.76689,8.58083,644.3
458,1983,46.7707,8.90778,616.1
459,1983,46.77352,9.23477,668.0
460,1983,46.77487,10.54287,763.6
461,1983,46.77534,9.56178,713.9
462,1983,46.77602,10.21584,760.7
463,1983,46.77618,9.88881,716.4
464,1983,46.93727,6.27833,846.5
465,1983,46.94998,6.60302,776.8
466,1983,46.96392,7.26749,629.9
467,1983,46.97448,7.59006,599.8
468,1983,46.98129,7.91822,545.1
469,1983,46.98568,8.23908,601.8
470,1983,46.99292,6.92433,633.2
471,1983,46.99537,8.9035,651.9
472,1983,46.99859,9.23149,726.0
473,1983,46.99995,10.54519,914.9
474,1983,47.00042,9.55991,765.8
475,1983,47.0011,10.21676,894.4
476,1983,47.00126,9.88833,864.7
477,1983,47.00145,8.58394,642.2
478,1983,47.17286,6.59151,769.3
479,1983,47.18271,6.9208,695.8
480,1983,47.1942,7.25201,674.6
481,1983,47.1994,7.57969,655.7
482,1983,47.20625,7.90927,622.0
483,1983,47.2126,8.24111,655.1
484,1983,47.21777,8.56578,671.2
485,1983,47.2223,8.90493,712.7
486,1983,47.22548,9.55801,846.7
487,1983,47.22736,9.22899,836.6
488,1983,47.40752,6.90748,713.6
489,1983,47.41641,7.2383,739.3
490,1983,47.42132,9.55533,891.5
491,1983,47.4243,7.56921,722.8
492,1983,47.43118,7.90021,712.6
493,1983,47.43706,8.23129,695.4
494,1983,47.44387,8.56124,629.2
495,1983,47.44579,8.89361,710.7
496,1983,47.44849,9.22459,792.5
497,1983,47.64917,7.55861,837.1
498,1983,47.65609,7.89106,854.9
499,1983,47.66199,8.22357,844.8
500,1983,47.66689,8.55615,745.5
501,1983,47.66881,8.88097,714.1
502,1983,47.67466,9.2107,783.1
503,1983,47.69319,9.57481,844.0
504,1983,47.89182,8.54981,812.3
505,1984,45.83319,6.99776,743.5
506,1984,45.84178,7.31894,749.9
507,1984,45.8494,7.64021,741.9
508,1984,45.85606,7.96156,755.2
509,1984,45.86814,9.24811,912.9
510,1984,45.86874,8.92559,913.7
511,1984,46.02644,6.01836,747.7
512,1984,46.04858,6.66286,694.7
513,1984,46.05819,6.98528,691.0
514,1984,46.06682,7.30779,678.2
515,1984,46.07448,7.6304,688.8
516,1984,46.08116,7.95308,693.5
517,1984,46.08687,8.27583,718.6
518,1984,46.09494,8.92544,855.1
519,1984,46.09638,8.58469,780.6
520,1984,46.10113,9.23792,794.8
521,1984,46.25144,6.00029,725.3
522,1984,46.25152,6.33557,706.1
523,1984,46.2735,6.64891,688.8
524,1984,46.28289,6.97299,644.4
525,1984,46.29183,7.29652,655.5
526,1984,46.29953,7.62048,614.2
527,1984,46.30624,7.94451,666.5
528,1984,46.31198,8.26861,710.9
529,1984,46.31673,8.59276,752.4
530,1984,46.3205,8.91696,786.7
531,1984,46.32329,9.2412,753.3
532,1984,46.3251,9.56547,681.5
533,1984,46.32576,10.21403,550.8
534,1984,46.32592,9.88974,622.9
535,1984,46.47603,5.98489,794.2
536,1984,46.50778,6.2883,717.1
537,1984,46.51673,6.97082,635.5
538,1984,46.51681,7.28513,618.4
539,1984,46.52454,7.61045,622.3
540,1984,46.53129,7.93584,656.9
541,1984,46.53456,6.64066,678.0
542,1984,46.53705,8.2613,687.5
543,1984,46.54183,8.58683,734.9
544,1984,46.54562,8.9124,734.1
545,1984,46.54842,9.238,758.6
546,1984,46.54976,10.54057,595.0
547,1984,46.55023,9.56363,704.4
548,1984,46.5509,10.21493,631.4
549,1984,46.55106,9.88928,707.9
550,1984,46.70077,5.96788,716.5
551,1984,46.71353,6.29425,667.2
552,1984,46.71743,6.61481,663.7
553,1984,46.73315,6.94607,601.8
554,1984,46.74177,7.27367,629.7
555,1984,46.7526,7.59435,623.8
556,1984,46.75935,7.92738,616.7
557,1984,46.76125,8.25429,668.5
558,1984,46.76689,8.58083,698.2
559,1984,46.7707,8.90778,697.0
560,1984,46.77352,9.23477,689.8
561,1984,46.77487,10.54287,672.5
562,1984,46.77534,9.56178,703.3
563,1984,46.77602,10.21584,737.3
564,1984,46.77618,9.88881,704.8
565,1984,46.93727,6.27833,682.1
566,1984,46.94998,6.60302,643.3
567,1984,46.96392,7.26749,619.2
568,1984,46.97448,7.59006,626.3
569,1984,46.98129,7.91822,632.4
570,1984,46.98568,8.23908,637.5
571,1984,46.99292,6.92433,607.5
572,1984,46.99537,8.9035,694.6
573,1984,46.99859,9.23149,742.4
574,1984,46.99995,10.54519,872.9
575,1984,47.00042,9.55991,753.4
576,1984,47.0011,10.21676,819.4
577,1984,47.00126,9.88833,780.1
578,1984,47.00145,8.58394,647.9
579,1984,47.17286,6.59151,661.1
580,1984,47.18271,6.9208,625.4
581,1984,47.1942,7.25201,670.4
582,1984,47.1994,7.57969,675.7
583,1984,47.20625,7.90927,682.8
584,1984,47.2126,8.24111,688.4
585,1984,47.21777,8.56578,680.8
586,1984,47.2223,8.90493,733.8
587,1984,47.22548,9.55801,845.5
588,1984,47.22736,9.22899,815.6
589,1984,47.40752,6.90748,689.7
590,1984,47.41641,7.2383,700.4
591,1984,47.42132,9.55533,873.0
592,1984,47.4243,7.56921,714.3
593,1984,47.43118,7.90021,724.0
594,1984,47.43706,8.23129,750.7
595,1984,47.44387,8.56124,668.3
596,1984,47.44579,8.89361,716.5
597,1984,47.44849,9.22459,801.7
598,1984,47.64917,7.55861,752.9
599,1984,47.65609,7.89106,833.5
600,1984,47.66199,8.22357,840.4
601,1984,47.66689,8.55615,790.6
602,1984,47.66881,8.88097,795.5
603,1984,47.67466,9.2107,864.1
604,1984,47.69319,9.57481,842.7
605,1984,47.89182,8.54981,848.6
606,1985,45.83319,6.99776,685.0
607,1985,45.84178,7.31894,626.3
608,1985,45.8494,7.64021,612.3
609,1985,45.85606,7.96156,609.2
610,1985,45.86814,9.24811,765.8
611,1985,45.86874,8.92559,726.4
612,1985,46.02644,6.01836,681.3
613,1985,46.04858,6.66286,671.7
614,1985,46.05819,6.98528,647.8
615,1985,46.06682,7.30779,640.4
616,1985,46.07448,7.6304,609.5
617,1985,46.08116,7.95308,624.5
618,1985,46.08687,8.27583,624.9
619,1985,46.09494,8.92544,743.4
620,1985,46.09638,8.58469,680.0
621,1985,46.10113,9.23792,726.4
622,1985,46.25144,6.00029,626.4
623,1985,46.25152,6.33557,626.8
624,1985,46.2735,6.64891,651.9
625,1985,46.28289,6.97299,616.0
626,1985,46.29183,7.29652,615.0
627,1985,46.29953,7.62048,605.7
628,1985,46.30624,7.94451,617.3
629,1985,46.31198,8.26861,639.2
630,1985,46.31673,8.59276,670.5
631,1985,46.3205,8.91696,718.2
632,1985,46.32329,9.2412,736.5
633,1985,46.3251,9.56547,696.8
634,1985,46.32576,10.21403,694.6
635,1985,46.32592,9.88974,712.7
636,1985,46.47603,5.98489,656.0
637,1985,46.50778,6.2883,605.4
638,1985,46.51673,6.97082,601.2
639,1985,46.51681,7.28513,587.5
640,1985,46.52454,7.61045,608.5
641,1985,46.53129,7.93584,632.9
642,1985,46.53456,6.64066,602.5
643,1985,46.53705,8.2613,648.7
644,1985,46.54183,8.58683,677.7
645,1985,46.54562,8.9124,708.8
646,1985,46.54842,9.238,732.3
647,1985,46.54976,10.54057,709.0
648,1985,46.55023,9.56363,718.5
649,1985,46.5509,10.21493,717.4
650,1985,46.55106,9.88928,726.8
651,1985,46.70077,5.96788,597.8
652,1985,46.71353,6.29425,592.5
653,1985,46.71743,6.61481,592.6
654,1985,46.73315,6.94607,594.5
655,1985,46.74177,7.27367,580.4
656,1985,46.7526,7.59435,578.7
657,1985,46.75935,7.92738,596.4
658,1985,46.76125,8.25429,630.3
659,1985,46.76689,8.58083,651.2
660,1985,46.7707,8.90778,682.7
661,1985,46.77352,9.23477,689.6
662,1985,46.77487,10.54287,701.2
663,1985,46.77534,9.56178,735.9
664,1985,46.77602,10.21584,763.3
665,1985,46.77618,9.88881,729.3
666,1985,46.93727,6.27833,610.6
667,1985,46.94998,6.60302,624.3
668,1985,46.96392,7.26749,553.6
669,1985,46.97448,7.59006,561.0
670,1985,46.98129,7.91822,572.9
671,1985,46.98568,8.23908,617.8
672,1985,46.99292,6.92433,601.8
673,1985,46.99537,8.9035,691.4
674,1985,46.99859,9.23149,754.0
675,1985,46.99995,10.54519,887.4
676,1985,47.00042,9.55991,791.6
677,1985,47.0011,10.21676,862.6
678,1985,47.00126,9.88833,865.9
679,1985,47.00145,8.58394,647.6
680,1985,47.17286,6.59151,639.9
681,1985,47.18271,6.9208,596.9
682,1985,47.1942,7.25201,615.1
683,1985,47.1994,7.57969,599.3
684,1985,47.20625,7.90927,615.2
685,1985,47.2126,8.24111,645.4
686,1985,47.21777,8.56578,646.5
687,1985,47.2223,8.90493,683.5
688,1985,47.22548,9.55801,857.6
689,1985,47.22736,9.22899,796.0
690,1985,47.40752,6.90748,625.4
691,1985,47.41641,7.2383,620.0
692,1985,47.42132,9.55533,816.8
693,1985,47.4243,7.56921,656.1
694,1985,47.43118,7.90021,640.7
695,1985,47.43706,8.23129,663.0
696,1985,47.44387,8.56124,631.6
697,1985,47.44579,8.89361,701.2
698,1985,47.44849,9.22459,744.3
699,1985,47.64917,7.55861,680.9
700,1985,47.65609,7.89106,732.5
701,1985,47.66199,8.22357,721.8
702,1985,47.66689,8.55615,699.0
703,1985,47.66881,8.88097,692.7
704,1985,47.67466,9.2107,767.1
705,1985,47.69319,9.57481,775.5
706,1985,47.89182,8.54981,715.0
707,1986,45.83319,6.99776,774.1
708,1986,45.84178,7.31894,749.9
709,1986,45.8494,7.64021,729.7
710,1986,45.85606,7.96156,718.9
711,1986,45.86814,9.24811,722.8
712,1986,45.86874,8.92559,716.2
713,1986,46.02644,6.01836,758.1
714,1986,46.04858,6.66286,736.0
715,1986,46.05819,6.98528,728.1
716,1986,46.06682,7.30779,716.4
717,1986,46.07448,7.6304,697.2
718,1986,46.08116,7.95308,688.0
719,1986,46.08687,8.27583,657.3
720,1986,46.09494,8.92544,734.6
721,1986,46.09638,8.58469,666.6
722,1986,46.10113,9.23792,703.4
723,1986,46.25144,6.00029,717.8
724,1986,46.25152,6.33557,719.7
725,1986,46.2735,6.64891,723.9
726,1986,46.28289,6.97299,692.2
727,1986,46.29183,7.29652,702.8
728,1986,46.29953,7.62048,677.7
729,1986,46.30624,7.94451,673.6
